College,email,Country
"California State University, Monterey Bay",monterey.edu,United States
"California State University, Northridge",csun.edu,United States
"California State University, Sacramento",csus.edu,United States
"California State University, San Bernardino",csusb.edu,United States
"California State University, San Jose",sjsu.edu,United States
"California State University, San Marcos",csusm.edu,United States
"California State University, Stanislaus",csustan.edu,United States
California University of Pennsylvania,cup.edu,United States
California University Of Pennsylvania,calu.edu,United States
California University Pennsylvania,calu.edu,United States
Calumet College Of St Joseph,ccsj.edu,United States
Calvary University,calvary.edu,United States
Calvin College,calvin.edu,United States
Cambridge College,cambridgecollege.edu,United States
Cameron University,cameron.edu,United States
Campbell University,campbell.edu,United States
Campbellsville College,campbellsvil.edu,United States
Campbellsville University,campbellsville.edu,United States
Canisius College,canisius.edu,United States
Capital University,capital.edu,United States
Capitol Technology University,captechu.edu,United States
Cardinal Stritch University,stritch.edu,United States
Caribbean University,caribbean.edu,United States
Carleton College,carleton.edu,United States
Carlow College,carlow.edu,United States
Carlow University,carlow.edu,United States
Carnegie Mellon University,cmu.edu,United States
Carroll College,carroll.edu,United States
Carroll College,cc.edu,United States
Carroll College Montana,carroll.edu,United States
Carroll University,carrollu.edu,United States
Carson Newman University,cn.edu,United States
Carson-Newman College,cn.edu,United States
Carthage College,carthage.edu,United States
Case Western Reserve University,cwru.edu,United States
Case Western Reserve University,case.edu,United States
Castleton State University,csc.vsc.edu,United States
Castleton University,castleton.edu,United States
Catawba College,catawba.edu,United States
Catholic University America,cua.edu,United States
Cazenovia College,cazenovia.edu,United States
Cedar Crest College,cedarcrest.edu,United States
Cedarville College,cedarville.edu,United States
Cedarville University,cedarville.edu,United States
Centenary College Louisiana,centenary.edu,United States
Centenary College of Louisiana,centenary.edu,United States
Centenary University,centenaryuniversity.edu,United States
Central Christian College Of Kansas,centralchristian.edu,United States
Central College,central.edu,United States
Central Connecticut State University,ccsu.ctstateu.edu,United States
Central Connecticut State University,ccsu.edu,United States
Central Methodist College,cmc.edu,United States
Central Methodist University,centralmethodist.edu,United States
Central Michigan University,cmich.edu,United States
Central Missouri State University,cmsu.edu,United States
Central Penn College,centralpenn.edu,United States
Central State University,centralstate.edu,United States
Central Washington University,cwu.edu,United States
Centre College,centre.edu,United States
Chadron State College,csc.edu,United States
Chaminade University Honolulu,chaminade.edu,United States
Champlain College,champlain.edu,United States
Chapman University,chapman.edu,United States
Charles R Drew University Medicine And Science,cdrewu.edu,United States
Charleston Southern University,csuniv.edu,United States
Charter Oak State College,charteroak.edu,United States
Chatham College,chatham.edu,United States
Chatham University,chatham.edu,United States
Chesapeake College,chesapeake.edu,United States
Chestnut Hill College,chc.edu,United States
Cheyney University,cheyney.edu,United States
Cheyney University Of Pennsylvania,cheyney.edu,United States
Chicago State University,csu.edu,United States
Chipola College,chipola.edu,United States
Chowan University,chowan.edu,United States
Christendom College,christendom.edu,United States
Christian Brothers University,cbu.edu,United States
Christian Theological Seminary,cts.edu,United States
Christopher Newport University,cnu.edu,United States
Cincinnati Christian University,ccuniversity.edu,United States
City University,cityu.edu,United States
City University of New York,cuny.edu,United States
Claflin University,claflin.edu,United States
Claremont Graduate School,cgs.edu,United States
Claremont McKenna College,mckenna.edu,United States
Claremont Mckenna College,cmc.edu,United States
Clarion University of Pennsylvania,clarion.edu,United States
Clarion University Of Pennsylvania,clarion.edu,United States
Clark Atlanta University,cau.edu,United States
Clark University,clarku.edu,United States
Clarke College,clarke.edu,United States
Clarke University,clarke.edu,United States
Clarks Summit University,clarkssummitu.edu,United States
Clarkson College,clarksoncollege.edu,United States
Clarkson University,clarkson.edu,United States
Clayton State College,csc.peachnet.edu,United States
Clayton State University,clayton.edu,United States
Clear Creek Baptist Bible College,ccbbc.edu,United States
Cleary University,cleary.edu,United States
Clemson University,clemson.edu,United States
Cleveland Institute Of Music,cim.edu,United States
Cleveland State University,csuohio.edu,United States
Clinch Valley College,clinch.edu,United States
Coastal Carolina University,coastal.edu,United States
Coe College,coe.edu,United States
Cogswell Polytechnical College,cogswell.edu,United States
Coker College,coker.edu,United States
Colby College,colby.edu,United States
Colby Sawyer College,colby-sawyer.edu,United States
Colgate University,colgate.edu,United States
College of Charleston,cofc.edu,United States
College Of Charleston,cofc.edu,United States
College of Eastern Utah,ceu.edu,United States
College of Idaho,collegeofidaho.edu,United States
College of Mount Saint Vincent,mountsaintvincent.edu,United States
College Of Mount St Vincent,mountsaintvincent.edu,United States
College of New Jersey,tcnj.edu,United States
College of New Rochelle,cnr.edu,United States
College of Saint Benedict,csbsju.edu,United States
College Of Saint Benedict,csbsju.edu,United States
College of Saint Catherine,stkate.edu,United States
College of Saint Elizabeth,cse.edu,United States
College of Saint Rose,strose.edu,United States
College Of St Mary,csm.edu,United States
College of St. Francis,stfrancis.edu,United States
College of St. Scholastica,css.edu,United States
College Of Staten Island Cuny,csi.cuny.edu,United States
College of the Atlantic,coa.edu,United States
College of the Atlantic Atlantic,coa.edu,United States
College of the Holy Cross,holycross.edu,United States
College Of The Ozarks,cofo.edu,United States
College of William & Mary,wm.edu,United States
College of William and Mary,wm.edu,United States
College St Joseph,csj.edu,United States
College St Scholastica,css.edu,United States
College Wooster,wooster.edu,United States
Colorado Christian University,ccu.edu,United States
Colorado College,cc.colorado.edu,United States
Colorado College,coloradocollege.edu,United States
Colorado Mesa University,coloradomesa.edu,United States
Colorado School of Mines,mines.colorado.edu,United States
Colorado School Of Mines,mines.edu,United States
Colorado State University,colostate.edu,United States
Colorado State University Pueblo,csupueblo.edu,United States
Columbia College,ccis.edu,United States
Columbia College,columbiasc.edu,United States
Columbia College Chicago,colum.edu,United States
Columbia College Hollywood,columbiacollege.edu,United States
Columbia International University,ciu.edu,United States
Columbia Southern University,colsouth.edu,United States
Columbia Union College,cuc.edu,United States
Columbia University,columbia.edu,United States
Columbus College Of Art And Design,ccad.edu,United States
Columbus State University,columbusstate.edu,United States
Concord University,concord.edu,United States
Concordia College,concordia-ny.edu,United States
Concordia College Moorhead,cord.edu,United States
Concordia College-Ann Arbor,ccaa.edu,United States
Concordia College-Moorhead,cord.edu,United States
Concordia College-Seward,ccsn.edu,United States
Concordia College-St. Paul,csp.edu,United States
Concordia University Chicago,CUChicago.edu,United States
Concordia University Irvine,cui.edu,United States
Concordia University Nebraska,cune.edu,United States
Concordia University Portland Or,cu-portland.edu,United States
"Concordia University River Forest, Illinois",cuis.edu,United States
Concordia University St Paul,csp.edu,United States
Concordia University Texas,concordia.edu,United States
Concordia University Wisconsin,cuw.edu,United States
Connecticut College,conncoll.edu,United States
Conservatory Of Music Of Puerto Rico,cmpr.edu,United States
Converse College,converse.edu,United States
Cooper Union Advancement Science And Art,cooper.edu,United States
Coppin State College,coppin.umd.edu,United States
Coppin State University,coppin.edu,United States
Corban University,corban.edu,United States
Cornell College,cornell-iowa.edu,United States
Cornell College,cornellcollege.edu,United States
Cornell University,cornell.edu,United States
Cornerstone University,cornerstone.edu,United States
Cornish College Of The Arts,cornish.edu,United States
Covenant College,covenant.edu,United States
Creighton University,creighton.edu,United States
Criswell College,criswell.edu,United States
Crown College,crown.edu,United States
Culinary Institute America Ny,culinary.edu,United States
Culver Stockton College,culver.edu,United States
Cumberland University,cumberland.edu,United States
Cuny Baruch College,baruch.cuny.edu,United States
Cuny City College,ccny.cuny.edu,United States
Cuny Hunter College,hunter.cuny.edu,United States
Cuny John Jay College Of Criminal Justice,jjay.cuny.edu,United States
Cuny Lehman College,lehman.cuny.edu,United States
Cuny Medgar Evers College,mec.cuny.edu,United States
Cuny New York City College Of Technology,citytech.cuny.edu,United States
Cuny Queens College,qc.cuny.edu,United States
Cuny York College,york.cuny.edu,United States
Curry College,curry.edu,United States
Daemen College,daemen.edu,United States
Dakota State University,dsu.edu,United States
Dakota Wesleyan University,dwu.edu,United States
Dallas Baptist University,dbu.edu,United States
Dallas Christian College,dallas.edu,United States
Dalton State College,daltonstate.edu,United States
Dana College,dana.edu,United States
Daniel Webster College,dwc.edu,United States
Dartmouth College,dartmouth.edu,United States
Davenport College Detroit College of Business,davenport.edu,United States
Davenport University,davenport.edu,United States
Davidson College,davidson.edu,United States
Davis & Elkins College,dne.wvnet.edu,United States
Davis Elkins College,dewv.edu,United States
Dean College,dean.edu,United States
Defiance College,defiance.edu,United States
Delaware State University,dsc.edu,United States
Delaware State University,desu.edu,United States
Delaware Valley University,delval.edu,United States
Delta State University,deltast.edu,United States
Delta State University,deltastate.edu,United States
Denison University,denison.edu,United States
DePaul University,depaul.edu,United States
Depaul University,depaul.edu,United States
DePauw University,depauw.edu,United States
Depauw University,depauw.edu,United States
Desales University,desales.edu,United States
DeVry Institute of Technology,devrycols.edu,United States
DeVry Institute of Technology-Dallas,devry.edu,United States
DeVry Institute of Technology-Phoenix,devry-phx.edu,United States
Dickinson College,dickinson.edu,United States
Dickinson State University,dsu.nodak.edu,United States
Dickinson State University,dickinsonstate.edu,United States
Digipen Institute Of Technology,digipen.edu,United States
Dillard University,dillard.edu,United States
Dixie State University,dixie.edu,United States
Doane University,doane.edu,United States
Dominican College,dominican.edu,United States
Dominican College,dc.edu,United States
Dominican University,dom.edu,United States
Dominican University California,dominican.edu,United States
Dordt College,Dordt.edu,United States
Dordt College,dordt.edu,United States
Doshisha University Institute Liberal Arts,mail.doshisha.ac.jp,United States
Dowling College,dowling.edu,United States
Drake University,drake.edu,United States
Drew University,drew.edu,United States
Drexel University,drexel.edu,United States
Drury College,drury.edu,United States
Drury University,drury.edu,United States
Duke Kunshan University,dukekunshan.edu.cn,United States
Duke University,duke.edu,United States
Duquesne University,duq.edu,United States
Durham University,durham.ac.uk,United States
Dyouville College,dyc.edu,United States
Earlham College,earlham.edu,United States
East Carolina University,ecu.edu,United States
East Central University,ecok.edu,United States
East Stroudsburg State University of Pennsylvania,esu.edu,United States
East Stroudsburg University Of Pennsylvania,esu.edu,United States
East Tennessee State University,etsu-tn.edu,United States
East Tennessee State University,etsu.edu,United States
East Texas Baptist University,etbu.edu,United States
East Texas State University,etsu.edu,United States
East West University,eastwest.edu,United States
Eastern Connecticut State University,ecsu.ctstateu.edu,United States
Eastern Connecticut State University,easternct.edu,United States
Eastern Illinois University,eiu.edu,United States
Eastern Kentucky University,eku.edu,United States
Eastern Mennonite University,emu.edu,United States
Eastern Michigan University,emich.edu,United States
Eastern Nazarene College,enc.edu,United States
Eastern New Mexico University,enmu.edu,United States
Eastern Oregon State College,eosc.osshe.edu,United States
Eastern Oregon University,eou.edu,United States
Eastern University,eastern.edu,United States
Eastern Washington University,ewu.edu,United States
Eckerd College,eckerd.edu,United States
Edgewood College,edgewood.edu,United States
Edinboro University of Pennsylvania,edinboro.edu,United States
Edinboro University Pennsylvania,edinboro.edu,United States
Edward Waters College,ewc.edu,United States
Elizabeth City State University,ecsu.edu,United States
Elizabethtown College,etown.edu,United States
Elmhurst College,elmhurst.edu,United States
Elmira College,elmira.edu,United States
Elms College,elms.edu,United States
Elon College,elon.edu,United States
Elon University,elon.edu,United States
Embry Riddle Aeronautical University Daytona Beach,erau.edu,United States
Embry Riddle Aeronautical University Prescott,erau.edu,United States
Embry Riddle Aeronautical University Worldwide Campus,erau.edu,United States
"Embry-Riddle Aeronautical University, Arizona",erau.edu,United States
"Embry-Riddle Aeronautical University, Florida",erau.edu,United States
Emerson College,emerson.edu,United States
Emily Carr University Of Art Design,ecuad.ca,United States
Emmanuel College,emmanuel.edu,United States
Emmanuel College Ga,ec.edu,United States
Emmanuel College Ma,emmanuel.edu,United States
Emmaus Bible College,emmaus.edu,United States
Emory Henry College,ehc.edu,United States
Emory University,emory.edu,United States
Emporia State University,emporia.edu,United States
Endicott College,endicott.edu,United States
Erskine College,erskine.edu,United States
Escp Europe Business School,escpeurope.eu,United States
Eugene Lang College The New School For Liberal Arts,newschool.edu,United States
Eureka College,eureka.edu,United States
Evangel University,evangel.edu,United States
Evergreen State College,evergreen.edu,United States
Fairfield University,fairfield.edu,United States
Fairleigh Dickinson University,fdu.edu,United States
Fairmont State College,fairmont.wvnet.edu,United States
Fairmont State University,fairmontstate.edu,United States
Faith Baptist Bible College And Theological Seminary,faith.edu,United States
Fashion Institute Of Technology,fitnyc.edu,United States
Faulkner University,faulkner.edu,United States
Fayetteville State University,fsufay.edu,United States
Fayetteville State University,uncfsu.edu,United States
Felician University,felician.edu,United States
Ferris State University,ferris.edu,United States
Ferrum College,ferrum.edu,United States
Fielding Institute,fielding.edu,United States
Fisher College,fisher.edu,United States
Fisk University,fisk.edu,United States
Fitchburg State College,fsc.edu,United States
Fitchburg State University,fitchburgstate.edu,United States
Five Towns College,ftc.edu,United States
Flagler College,flagler.edu,United States
Flashpoint Chicago Campus Columbia College Hollywood,columbiacollege.edu,United States
Florida Agricultural and Mechanical University,famu.edu,United States
Florida Agricultural Mechanical University,famu.edu,United States
Florida Atlantic University,fau.edu,United States
Florida College,floridacollege.edu,United States
Florida Gulf Coast University,fgcu.edu,United States
Florida Institute of Technology,fit.edu,United States
Florida Institute Technology,fit.edu,United States
Florida International University,fiu.edu,United States
Florida Memorial University,fmuniv.edu,United States
Florida National University,fnu.edu,United States
Florida Polytechnic University,flpoly.org,United States
Florida Southern College,flsouthern.edu,United States
Florida State University,fsu.edu,United States
Fontbonne College,fontbonne.edu,United States
Fontbonne University,fontbonne.edu,United States
Fordham University,fordham.edu,United States
Fort Hays State University,fhsu.edu,United States
Fort Lewis College,fortlewis.edu,United States
Fort Valley State University,fvsu.edu,United States
Framingham State University,framingham.edu,United States
Francis Marion University,fmarion.edu,United States
Franciscan Missionaries Of Our Lady University,ololcollege.edu,United States
Franciscan University Of Steubenville,franciscan.edu,United States
Franklin and Marshall College,fandm.edu,United States
Franklin College,franklincollege.edu,United States
Franklin Marshall College,fandm.edu,United States
Franklin Pierce Law Center,fplc.edu,United States
Franklin Pierce University,franklinpierce.edu,United States
Franklin University,franklin.edu,United States
Franklin University Switzerland,fus.edu,United States
Franklin W Olin College Engineering,olin.edu,United States
Freed Hardeman University,fhu.edu,United States
Fresno Pacific University,fresno.edu,United States
Friends University,friends.edu,United States
Frostburg State University,fsu.umd.edu,United States
Frostburg State University,frostburg.edu,United States
Fuller Theological Seminary,fuller.edu,United States
Furman University,furman.edu,United States
Gallaudet University,gallaudet.edu,United States
Gannon University,gannon.edu,United States
Gardner Webb University,gardner-webb.edu,United States
Geneva College,geneva.edu,United States
George Fox College,gfc.edu,United States
George Fox University,georgefox.edu,United States
George Mason University,gmu.edu,United States
George Washington University,gwu.edu,United States
Georgetown College,georgetowncollege.edu,United States
Georgetown University,georgetown.edu,United States
Georgia College,gac.peachnet.edu,United States
Georgia College,gcsu.edu,United States
Georgia Gwinnett College,ggc.edu,United States
Georgia Institute of Technology,gatech.edu,United States
Georgia Southern University,gasou.edu,United States
Georgia Southern University Armstrong And Liberty Campuses,georgiasouthern.edu,United States
Georgia Southwestern College,gsw.peachnet.edu,United States
Georgia Southwestern State University,gsw.edu,United States
Georgia State University,gsu.edu,United States
Georgian Court College,georgian.edu,United States
Georgian Court University,georgian.edu,United States
Gettysburg College,gettysburg.edu,United States
Glenville State College,glenville.edu,United States
GMI Engineering and Management Institute,gmi.edu,United States
Goddard College,goddard.edu,United States
Golden Gate University,ggu.edu,United States
Goldey Beacom College,gbc.edu,United States
Goldey-Beacom College,gbc.edu,United States
Goldfarb School Of Nursing At Barnes Jewish College,bjc.org,United States
Gonzaga University,gonzaga.edu,United States
Gordon College,gordon.edu,United States
Gordon State College,gordonstate.edu,United States
Goshen College,goshen.edu,United States
Goucher College,goucher.edu,United States
Governors State University,bgu.edu,United States
Governors State University,govst.edu,United States
Grace Bible College,gbcol.edu,United States
Grace College,grace.edu,United States
Grace College Seminary,grace.edu,United States
Graceland College,graceland.edu,United States
Graceland University,graceland.edu,United States
Grambling State University,gram.edu,United States
Grand Canyon University,gcu.edu,United States
Grand Valley State University,gvsu.edu,United States
Grand View University,grandview.edu,United States
Granite State College,granite.edu,United States
Great Basin College,gbcnv.edu,United States
Green Mountain College,greenmtn.edu,United States
Greenleaf University,greenleaf.edu,United States
Greensboro College,greensboro.edu,United States
Greenville University,greenville.edu,United States
Grinnell College,grin.edu,United States
Grinnell College,grinnell.edu,United States
Grove City College,gcc.edu,United States
Guilford College,guilford.edu,United States
Gustavus Adolphus College,gac.edu,United States
Gustavus Adolphus College,gustavus.edu,United States
Gwynedd Mercy University,gmercyu.edu,United States
Hamilton College,hamilton.edu,United States
Hamline University,hamline.edu,United States
Hamline University Mn,hamline.edu,United States
Hampden Sydney College,hsc.edu,United States
Hampden-Sydney College,hsc.edu,United States
Hampshire College,hampshire.edu,United States
Hampton University,hamptonu.edu,United States
Hannibal Lagrange University,hlg.edu,United States
Hanover College,hanover.edu,United States
Hardin Simmons University,hsutx.edu,United States
Harding University,harding.edu,United States
Harris Stowe State University,hssu.edu,United States
Harrisburg University Science And Technology,HarrisburgU.edu,United States
Hartwick College,hartwick.edu,United States
Harvard College,fas.harvard.edu,United States
Harvard University,harvard.edu,United States
Harvey Mudd College,hmc.edu,United States
Haskell Indian Nations University,haskell.edu,United States
Hastings College,hastings.edu,United States
Haverford College,haverford.edu,United States
Haverford College in Pennsylvania,haverford.edu,United States
Hawaii Pacific University,hpu.edu,United States
Heidelberg College,heidelberg.edu,United States
Heidelberg University,heidelberg.edu,United States
Hellenic College,hchc.edu,United States
Henderson State University,hsu.edu,United States
Hendrix College,hendrix.edu,United States
Hesston College,hesston.edu,United States
High Point University,highpoint.edu,United States
Hilbert College,hilbert.edu,United States
Hillsdale College,hillsdale.edu,United States
Hiram College,hiram.edu,United States
Hobart and William Smith Colleges,hws.edu,United States
Hobart And William Smith Colleges,hws.edu,United States
Hodges University,hodges.edu,United States
Hofstra University,hofstra.edu,United States
Hollins College,hollins.edu,United States
Hollins University,hollins.edu,United States
Holy Cross College,holycross.edu,United States
Holy Cross College,hcc-nd.edu,United States
Holy Family University,holyfamily.edu,United States
Holy Names University,hnu.edu,United States
Hood College,hood.edu,United States
Hope College,hope.edu,United States
Houghton College,houghton.edu,United States
Houston Baptist University,hbu.edu,United States
Howard Payne University,hputx.edu,United States
Howard University,howard.edu,United States
Hult International Business School,hult.edu,United States
Humboldt State University,humboldt.edu,United States
Hunter College,hunter.cuny.edu,United States
Huntingdon College,huntingdon.edu,United States
Huntingdon College,hawks.huntingdon.edu,United States
Huntingdon College Of Health Sciences,hchs.edu,United States
Huntington College,huntcol.edu,United States
Huntington University,huntington.edu,United States
Husson University,husson.edu,United States
Huston Tillotson University,htu.edu,United States
ICI University,ici.edu,United States
Idaho State University,isu.edu,United States
Ie University,ie.edu,United States
Illinois Benedictine College,ibc.edu,United States
Illinois College,mail.ic.edu,United States
Illinois Institute of Technology,iit.edu,United States
Illinois Institute Technology,iit.edu,United States
Illinois State University,ilstu.edu,United States
Illinois State University,illinoisstate.edu,United States
Illinois Wesleyan University,iwu.edu,United States
Immaculata University,immaculata.edu,United States
Incarnate Word College,iwctx.edu,United States
Indiana Institute of Technology,indtech.edu,United States
Indiana Institute Of Technology,indianatech.edu,United States
Indiana State University,indstate.edu,United States
Indiana University at Bloomington,indiana.edu,United States
Indiana University at South Bend,iusb.indiana.edu,United States
Indiana University Bloomington,indiana.edu,United States
Indiana University East,iue.edu,United States
Indiana University Kokomo,iuk.edu,United States
Indiana University Northwest,iun.edu,United States
Indiana University of Pennsylvania,iup.edu,United States
Indiana University Of Pennsylvania,iup.edu,United States
Indiana University South Bend,iusb.edu,United States
Indiana University Southeast,ius.edu,United States
Indiana University Southeast at New Albany,ius.indiana.edu,United States
Indiana University System,indiana.edu,United States
Indiana University/Purdue University at Columbus,columbus.iupui.edu,United States
Indiana University/Purdue University at Fort Wayne,ipfw.indiana.edu,United States
Indiana University/Purdue University at Indianapolis,iupui.edu,United States
Indiana Wesleyan University,indwes.edu,United States
"Indiana Wesleyan University, Marion",indwes.edu,United States
Institute Of American Indian Arts,iaia.edu,United States
Inter American University Of Puerto Rico Aguadilla,aguadilla.inter.edu,United States
Inter American University Of Puerto Rico Fajardo,fajardo.inter.edu,United States
Inter American University Of Puerto Rico Guayama,guayama.inter.edu,United States
Inter American University of Puerto Rico Metropolitan Campus,metro.inter.edu,United States
Inter American University Of Puerto Rico Ponce,ponce.inter.edu,United States
Inter American University Of Puerto Rico San German,intersg.edu,United States
Iona College,iona.edu,United States
Iowa State University,iastate.edu,United States
Iowa Wesleyan University,iw.edu,United States
IPFW,ipfw.edu,United States
Ithaca College,ithaca.edu,United States
IUPUI,iupui.edu,United States
Jackson State University,jsums.edu,United States
Jacksonville State University,jsu.edu,United States
Jacksonville University,ju.edu,United States
Jacobs University Bremen,jacobs-university.de,United States
James Madison University,jmu.edu,United States
Jamestown College,jc.edu,United States
Jarvis Christian College,jarvis.edu,United States
Jefferson College Health Sciences,jchs.edu,United States
Jefferson Philadelphia University Thomas Jefferson University,philau.edu,United States
John Brown University,jbu.edu,United States
John Cabot University Rome,johncabot.edu,United States
John Carroll University,jcu.edu,United States
John F. Kennedy University,jfku.edu,United States
John Paul The Great Catholic University,jpcatholic.com,United States
John Wesley University,johnwesley.edu,United States
Johns Hopkins University,jhu.edu,United States
Johnson & Wales University,jwu.edu,United States
Johnson Bible College,jbc.edu,United States
Johnson C Smith University,jcsu.edu,United States
Johnson C. Smith University,jcsu.edu,United States
Johnson University,johnsonu.edu,United States
Johnson University Florida,johnsonu.edu,United States
Johnson Wales University,jwu.edu,United States
Jones College,jones.edu,United States
Judson College,judson.edu,United States
Judson University,judsonu.edu,United States
Juilliard School,juilliard.edu,United States
Juniata College,juniata.edu,United States
Kalamazoo College,kzoo.edu,United States
Kansas City Art Institute,kcai.edu,United States
Kansas State University,ksu.edu,United States
Kansas State University,k-state.edu,United States
Kansas Wesleyan University,kwu.edu,United States
Kean College,kean.edu,United States
Kean University,kean.edu,United States
Keele University,keele.ac.uk,United States
Keene State College,keene.edu,United States
Kendall College,kendall.edu,United States
Kennesaw State University,kennesaw.edu,United States
Kent State University,kent.edu,United States
Kentucky Christian University,kcu.edu,United States
Kentucky Mountain Bible College,kmbc.edu,United States
Kentucky State University,kysu.edu,United States
Kentucky Wesleyan College,kwc.edu,United States
Kenyon College,kenyon.edu,United States
Kettering University,kettering.edu,United States
Keuka College,keuka.edu,United States
Keystone College,keystone.edu,United States
King University,king.edu,United States
King's College,kings.edu,United States
Kings College,kings.edu,United States
Knox College,knox.edu,United States
Kutztown University of Pennsylvania,kutztown.edu,United States
Kutztown University Of Pennsylvania,kutztown.edu,United States
Kuyper College,kuyper.edu,United States
La Roche College,laroche.edu,United States
La Salle University,lasalle.edu,United States
La Sierra University,lasierra.edu,United States
Lafayette College,lafayette.edu,United States
LaGrange College,lgc.peachnet.edu,United States
Lagrange College,lagrange.edu,United States
Laguna College Of Art And Design,lcad.edu,United States
Lake Erie College,lec.edu,United States
Lake Forest College,lfc.edu,United States
Lake Forest College,lakeforest.edu,United States
Lake Superior State University,lssu.edu,United States
Lakeland University,lakeland.edu,United States
Lamar University,lamar.edu,United States
Lander University,lander.edu,United States
Lane College,lanecollege.edu,United States
Langston University,lunet.edu,United States
Langston University,langston.edu,United States
LaSalle University,lasalle.edu,United States
Lasell College,lasell.edu,United States
Lawrence Technological University,ltu.edu,United States
Lawrence University,lawrence.edu,United States
Le Moyne College,lemoyne.edu,United States
Leavell College Of New Orleans Baptist Theological Seminary,nobts.edu,United States
Lebanon Valley College,lvc.edu,United States
Lee University,leeuniversity.edu,United States
Lees Mcrae College,lmc.edu,United States
Lehigh University,lehigh.edu,United States
Lehigh Univervsity,lehigh.edu,United States
Lemoyne Owen College,loc.edu,United States
Lenoir Rhyne University,lr.edu,United States
Lenoir-Rhyne College,lrc.edu,United States
Lesley University,lesley.edu,United States
LeTourneau University,letu.edu,United States
Letourneau University,letu.edu,United States
Lewis & Clark College,lclark.edu,United States
Lewis Clark College,lclark.edu,United States
Lewis Clark State College,lcsc.edu,United States
Lewis University,lewisu.edu,United States
Lewis-Clark State College,lcsc.edu,United States
Liberty University,liberty.edu,United States
Life Pacific College,lifepacific.edu,United States
Life University,life.edu,United States
Lim College,limcollege.edu,United States
Limestone College,limestone.edu,United States
Lincoln Christian University,lincolnchristian.edu,United States
Lincoln Memorial University,lmunet.edu,United States
Lincoln University,lincoln.edu,United States
Lincoln University,lincolnuca.edu,United States
Lincoln University,lincolnu.edu,United States
Lindenwood University,lindenwood.edu,United States
Lindsey Wilson College,lindsey.edu,United States
Linfield College,linfield.edu,United States
Lipscomb University,lipscomb.edu,United States
List College Jewish Theological Seminary,jtsa.edu,United States
Livingstone College,livingstone.edu,United States
Lock Haven University of Pennsylvania,lhup.edu,United States
Lock Haven University Of Pennsylvania,lockhaven.edu,United States
Loma Linda University,llu.edu,United States
Long Island University,liunet.edu,United States
Long Island University Brooklyn Campus,liu.edu,United States
Long Island University Post Campus,liu.edu,United States
Longwood College,lwc.edu,United States
Longwood University,longwood.edu,United States
Loras College,loras.edu,United States
Louisiana College,lacollege.edu,United States
Louisiana State University,lsu.edu,United States
Louisiana State University Am Baton Rouge,lsu.edu,United States
Louisiana State University at Alexandria,lsua.edu,United States
Louisiana State University Shreveport,lsus.edu,United States
Louisiana Tech University,latech.edu,United States
Lourdes University,lourdes.edu,United States
Loyola College,loyola.edu,United States
Loyola Marymount University,lmu.edu,United States
Loyola University Chicago,luc.edu,United States
Loyola University Maryland,loyola.edu,United States
Loyola University New Orleans,loyno.edu,United States
Lubbock Christian University,lcu.edu,United States
Luther College,luther.edu,United States
Luther Rice College Seminary,lutherrice.edu,United States
Luther Seminary,luthersem.edu,United States
Lycoming College,lycoming.edu,United States
Lyme Academy College Of Fine Arts,lymefs.newhaven.edu,United States
Lynchburg College,lynchburg.edu,United States
Lyndon State College,lsc.vsc.edu,United States
Lynn University,lynn.edu,United States
Lyon College,lyon.edu,United States
Macalester College,macalstr.edu,United States
Macalester College,macalester.edu,United States
Macmurray College,mac.edu,United States
Madonna University,madonna.edu,United States
Maharishi University of Management,mum.edu,United States
Maharishi University Of Management,mum.edu,United States
Maine College Art,meca.edu,United States
Maine Maritime Academy,mma.edu,United States
Malone College,malone.edu,United States
Malone University,malone.edu,United States
Manchester University,manchester.edu,United States
Manhattan Christian College,mccks.edu,United States
Manhattan College,mancol.edu,United States
Manhattan College,manhattan.edu,United States
Manhattan School Of Music,msmnyc.edu,United States
Manhattanville College,mville.edu,United States
Mankato State University,mankato.msus.edu,United States
Mansfield University of Pennsylvania,mnsfld.edu,United States
Mansfield University Of Pennsylvania,mansfield.edu,United States
Maranatha Baptist University,mbu.edu,United States
Marian University Indiana,marian.edu,United States
Marian University Wisconsin,marianuniversity.edu,United States
Marietta College,marietta.edu,United States
Marist College,marist.edu,United States
Marlboro College,marlboro.edu,United States
Marquette University,mu.edu,United States
Marquette University,marquette.edu,United States
Mars Hill University,mhu.edu,United States
Marshall University,marshall.edu,United States
Martin Luther College,mlc-wels.edu,United States
Martin Methodist College,martinmethodist.edu,United States
Martin University,martin.edu,United States
Mary Baldwin College,mbc.edu,United States
Mary Baldwin University,marybaldwin.edu,United States
Mary Immaculate College,mic.ul.ie,United States
Mary Washington College,mwc.edu,United States
Marygrove College,marygrove.edu,United States
Maryland Institute College Art,mica.edu,United States
Marylhurst University,marylhurst.edu,United States
Marymount California University,marymountcalifornia.edu,United States
Marymount College,marymt.edu,United States
Marymount Manhattan College,mmm.edu,United States
Marymount University,marymount.edu,United States
Maryville College,maryvillecollege.edu,United States
Maryville University St Louis,maryville.edu,United States
Marywood University,marywood.edu,United States
Massachusetts College Art And Design,massart.edu,United States
Massachusetts College Liberal Arts,mcla.edu,United States
Massachusetts College Pharmacy And Health Sciences Mcphs University,mcphs.edu,United States
Massachusetts Institute of Technology,mit.edu,United States
